'fare_amount','boro','boro_avg','zone','zone_avg','all_trips_avg'
10.369999999999999218,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
42.950000000000002841,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
40.109999999999999429,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
50.719999999999998861,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
25.999999999999999999,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
59.499999999999999998,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
28.420000000000001706,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
18.449999999999999289,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
14.949999999999999289,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
67.920000000000001704,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
44.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
46.899999999999998578,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
36.770000000000003126,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
50.829999999999998295,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
30.089999999999999858,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
25.629999999999999004,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
4.3399999999999998578,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
50.030000000000001136,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
6.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
37.740000000000001989,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
53.130000000000002558,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
11.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
53.079999999999998294,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
41.999999999999999998,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
28.089999999999999857,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
18.460000000000000852,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
4.7099999999999999644,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
36.570000000000000284,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
36.159999999999996589,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
40.999999999999999999,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
42.5,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
7.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
35.570000000000000285,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
42.280000000000001136,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
52.200000000000002843,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
13.119999999999999218,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
7.5,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
50.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
28.949999999999999288,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
65.060000000000002273,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
21.94999999999999929,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
53.030000000000001138,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
24.829999999999998294,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
39.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
54.0,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
49.899999999999998579,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
16.199999999999999289,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
31.730000000000000426,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
14.80000000000000071,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
39.5,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
31.390000000000000568,'Bronx',33.664313912464031374,'Allerton/Pelham Gardens',34.60572327044025087,32.907938449967488736
